(-993225458979902109, 35) 1 | (35, 993225458979902109) 6
(-40, 11) 2 | (11, 40) 2
(-40, 67) 8 | (67, 40) 1
(-40, 2894887937) 4 | (2894887937, 40) 1
(-39, 20) 6 | (20, 39) 4
(-39, 23) 6 | (23, 39) 3
(-39, 88) 3 | (88, 39) 4
(-39, 98) 6 | (98, 39) 3
(-38, 3) 5 | (3, 38) 2
(-38, 15) 9 | (15, 38) 4
(-38, 23) 5 | (23, 38) 4
(-38, 53) 1 | (53, 38) 1
(-38, 107) 1 | (107, 38) 9
(-37, 7) 4 | (7, 37) 0
(-37, 17) 2 | (17, 37) 1
(-37, 25) 8 | (25, 37) 1
(-37, 43) 1 | (43, 37) 5
(-37, 91) 6 | (91, 37) 3
(-37, 9844784607) 2 | (9844784607, 37) 4
(-37, 76548229753) 1 | (76548229753, 37) 2
(-37, 155432709635) 1 | (155432709635, 37) 1
(-37, 839331409346905) 3 | (839331409346905, 37) 2
(-36, 67) 1 | (67, 36) 9
(-36, 281216171) 6 | (281216171, 36) 3
(-36, 545481188996131) 2 | (545481188996131, 36) 4
(-36, 7277776921018477) 3 | (7277776921018477, 36) 4
(-35, 1) 1 | (1, 35) 1
(-35, 26) 5 | (26, 35) 1
(-35, 5716) 1 | (5716, 35) 2
(-35, 511677) 12 | (511677, 35) 0
(-35, 2111991383953) 2 | (2111991383953, 35) 1
(-35, 56937837921343) 1 | (56937837921343, 35) 4
(-34, 1) 4 | (1, 34) 3
(-34, 203) 2 | (203, 34) 2
(-34, 142770429731971) 31 | (142770429731971, 34) 0
(-33, 5) 3 | (5, 33) 1
(-33, 19) 6 | (19, 33) 2
(-33, 58) 4 | (58, 33) 2
(-32, 63) 9 | (63, 32) 0
(-32, 126455) 4 | (126455, 32) 4
(-32, 360356975427503235) 1 | (360356975427503235, 32) 2
(-31, 5) 4 | (5, 31) 0
(-31, 56) 4 | (56, 31) 4
(-31, 19616344) 3 | (19616344, 31) 1
(-31, 19411424128) 1 | (19411424128, 31) 2
(-31, 588961512507) 3 | (588961512507, 31) 3
(-31, 433920289388113) 3 | (433920289388113, 31) 2
(-31, 25443217970724661) 2 | (25443217970724661, 31) 7
(-31, 29284307651196860) 1 | (29284307651196860, 31) 1
(-30, 71) 2 | (71, 30) 2
(-30, 3333307) 1 | (3333307, 30) 1
(-29, 10) 2 | (10, 29) 6
(-29, 15) 1 | (15, 29) 1
(-29, 17) 9 | (17, 29) 1
(-29, 56) 8 | (56, 29) 2
(-29, 88) 2 | (88, 29) 6
(-29, 7465) 3 | (7465, 29) 7
(-29, 188588755) 7 | (188588755, 29) 3
(-28, 73) 6 | (73, 28) 2
(-28, 132159) 5 | (132159, 28) 3
(-28, 3116167) 2 | (3116167, 28) 2
(-28, 2795963715) 4 | (2795963715, 28) 2
(-28, 17588350865) 4 | (17588350865, 28) 3
(-28, 24279080302327433) 8 | (24279080302327433, 28) 1
(-27, 40) 3 | (40, 27) 4
(-27, 846832) 2 | (846832, 27) 6
(-27, 1184219520874) 1 | (1184219520874, 27) 1
(-27, 8898676100126305) 7 | (8898676100126305, 27) 0
(-27, 62672507631358183) 1 | (62672507631358183, 27) 1
(-26, 9) 3 | (9, 26) 1
(-26, 59) 5 | (59, 26) 2
(-26, 115) 6 | (115, 26) 1
(-25, 1) 10 | (1, 25) 0
(-25, 22) 7 | (22, 25) 0
(-25, 43) 41 | (43, 25) 33
(-25, 127) 3 | (127, 25) 2
(-25, 2790596) 5 | (2790596, 25) 4
(-25, 40858968) 2 | (40858968, 25) 4
(-24, 301) 86 | (301, 24) 11
(-23, 26) 7 | (26, 23) 2
(-23, 32) 5 | (32, 23) 3
(-23, 98) 5 | (98, 23) 0
(-23, 9165854724) 3 | (9165854724, 23) 4
(-23, 1111507976698) 1 | (1111507976698, 23) 1
(-23, 2424711246792563) 1 | (2424711246792563, 23) 7
(-22, 19) 9 | (19, 22) 2
(-22, 63) 1 | (63, 22) 2
(-22, 3106149) 1 | (3106149, 22) 5
(-21, 4) 7 | (4, 21) 6
(-21, 65) 1 | (65, 21) 3
(-21, 92) 4 | (92, 21) 2
(-21, 247) 3 | (247, 21) 1
(-21, 2657612) 20 | (2657612, 21) 29
(-21, 3059104918) 1 | (3059104918, 21) 1
(-21, 34223641765659214) 7 | (34223641765659214, 21) 1
(-20, 1) 2 | (1, 20) 2
(-20, 23) 1 | (23, 20) 4
(-20, 29) 1 | (29, 20) 1
(-20, 51) 1 | (51, 20) 1
(-20, 61) 1 | (61, 20) 2
(-20, 69) 241 | (69, 20) 313
(-20, 91) 41 | (91, 20) 13
(-20, 62282189359) 4 | (62282189359, 20) 2
(-20, 417301229233) 6 | (417301229233, 20) 1
(-20, 13205863282816221) 3 | (13205863282816221, 20) 4
(-20, 285388749555058483) 5 | (285388749555058483, 20) 3
(-19, 2) 3 | (2, 19) 7
(-19, 7) 1 | (7, 19) 3
(-19, 23) 4 | (23, 19) 1
(-19, 5353) 1 | (5353, 19) 1
(-19, 9664) 8 | (9664, 19) 2
(-19, 798064661002) 5 | (798064661002, 19) 4
(-19, 56881817873277) 1 | (56881817873277, 19) 4
(-18, 11) 1 | (11, 18) 2
(-18, 25) 7 | (25, 18) 1
(-18, 127) 55 | (127, 18) 296
(-18, 930433239437) 2 | (930433239437, 18) 6
(-17, 31) 1 | (31, 17) 0
(-17, 43484270756799764) 3 | (43484270756799764, 17) 4
(-17, 54455764321001111) 6 | (54455764321001111, 17) 2
(-16, 19) 10 | (19, 16) 0
(-16, 39) 3 | (39, 16) 3
(-16, 109073) 3 | (109073, 16) 3
(-16, 984451) 10 | (984451, 16) 0
(-16, 932698880855823) 2 | (932698880855823, 16) 4
(-16, 57648735644404491) 2 | (57648735644404491, 16) 1
(-15, 11) 3 | (11, 15) 1
(-15, 19) 3 | (19, 15) 6
(-15, 43) 1 | (43, 15) 3
(-15, 68) 9 | (68, 15) 1
(-15, 83) 1 | (83, 15) 1
(-15, 208) 7 | (208, 15) 3
(-15, 2384) 1 | (2384, 15) 8
(-15, 1057391) 1 | (1057391, 15) 1
(-14, 11) 2 | (11, 14) 3
(-13, 8) 1 | (8, 13) 4
(-13, 12) 70 | (12, 13) 0
(-13, 40) 2 | (40, 13) 15
(-13, 43) 1 | (43, 13) 3
(-13, 85) 1 | (85, 13) 6
(-13, 265) 72 | (265, 13) 11
(-13, 22740) 5 | (22740, 13) 3
(-13, 510498) 4 | (510498, 13) 5
(-13, 1368059) 1 | (1368059, 13) 9
(-13, 447344852686) 1 | (447344852686, 13) 3
(-13, 938821755396831901) 2 | (938821755396831901, 13) 2
(-12, 5) 13 | (5, 12) 10
(-12, 85999775) 1 | (85999775, 12) 0
(-11, 4) 4 | (4, 11) 3
(-11, 18) 1 | (18, 11) 1
(-11, 31) 3 | (31, 11) 3
(-11, 96) 1 | (96, 11) 3
(-11, 108) 1 | (108, 11) 1
(-11, 649796058) 24 | (649796058, 11) 2
(-11, 76451269440) 1 | (76451269440, 11) 1
(-10, 1) 3 | (1, 10) 15
(-10, 3) 6 | (3, 10) 4
(-10, 39) 2 | (39, 10) 5
(-10, 47) 7 | (47, 10) 0
(-10, 79) 1 | (79, 10) 5
(-10, 49163) 4 | (49163, 10) 1
(-10, 913574859) 1 | (913574859, 10) 1
(-10, 222529918357727) 20 | (222529918357727, 10) 32
(-10, 14391311539748603) 40 | (14391311539748603, 10) 7
(-10, 647280059196184879) 8 | (647280059196184879, 10) 39
(-10, 786058520202582077) 2 | (786058520202582077, 10) 6
(-10, 977773199937875341) 4 | (977773199937875341, 10) 5
(-9, 1) 17 | (1, 9) 11
(-9, 4) 25 | (4, 9) 28
(-9, 7) 8 | (7, 9) 8
(-9, 8) 8 | (8, 9) 7
(-9, 10) 34 | (10, 9) 19
(-9, 25) 7 | (25, 9) 2
(-9, 95) 1 | (95, 9) 3
(-9, 515) 1 | (515, 9) 2
(-9, 2704) 38 | (2704, 9) 15
(-9, 4940) 412 | (4940, 9) 60
(-9, 700418) 5 | (700418, 9) 5
(-9, 71395582) 7 | (71395582, 9) 46
(-9, 90075559) 3 | (90075559, 9) 4
(-9, 333355166) 23 | (333355166, 9) 20
(-9, 601185230) 1 | (601185230, 9) 3
(-9, 9943356695) 4 | (9943356695, 9) 4
(-9, 3725441108569) 2 | (3725441108569, 9) 1
(-9, 7902267537194) 3 | (7902267537194, 9) 1
(-9, 8813708262664) 2 | (8813708262664, 9) 6
(-9, 111513587522386) 5 | (111513587522386, 9) 3
(-9, 93320376044648653) 3 | (93320376044648653, 9) 2
(-8, 1) 4 | (1, 8) 7
(-8, 3) 5 | (3, 8) 2
(-8, 5) 4 | (5, 8) 23
(-8, 7) 17 | (7, 8) 56
(-8, 9) 7 | (9, 8) 3
(-8, 11) 8 | (11, 8) 0
(-8, 13) 7 | (13, 8) 3
(-8, 25) 2 | (25, 8) 1
(-8, 55) 33 | (55, 8) 10
(-8, 85) 1 | (85, 8) 2
(-8, 389) 1 | (389, 8) 3
(-8, 7501) 5 | (7501, 8) 2
(-8, 42507) 1 | (42507, 8) 0
(-8, 323183) 1 | (323183, 8) 1
(-8, 429293) 4 | (429293, 8) 2
(-8, 663950393) 2 | (663950393, 8) 6
(-8, 724667961) 1 | (724667961, 8) 7
(-8, 34908146949123) 7 | (34908146949123, 8) 0
(-8, 56903174090663) 2 | (56903174090663, 8) 6
(-8, 79104900555555) 2 | (79104900555555, 8) 8
(-8, 882394720069051) 1 | (882394720069051, 8) 4
(-8, 888006285813961) 1 | (888006285813961, 8) 5
(-8, 51055609094664051) 3 | (51055609094664051, 8) 5
(-7, 1) 79 | (1, 7) 47
(-7, 2) 4 | (2, 7) 4
(-7, 3) 513 | (3, 7) 216
(-7, 4) 3 | (4, 7) 6
(-7, 5) 52 | (5, 7) 58
(-7, 8) 5 | (8, 7) 3
(-7, 9) 7 | (9, 7) 9
(-7, 10) 29 | (10, 7) 25
(-7, 13) 23 | (13, 7) 73
(-7, 17) 1 | (17, 7) 9
(-7, 23) 2 | (23, 7) 3
(-7, 38) 1 | (38, 7) 4
(-7, 65) 1 | (65, 7) 3
(-7, 596) 1 | (596, 7) 6
(-7, 31091) 1 | (31091, 7) 9
(-7, 23838215) 1 | (23838215, 7) 2
(-7, 971893949) 6 | (971893949, 7) 3
(-7, 4741812653) 1 | (4741812653, 7) 3
(-7, 7938376512) 1 | (7938376512, 7) 6
(-7, 352788093957) 4 | (352788093957, 7) 4
(-7, 664799811160) 2 | (664799811160, 7) 7
(-7, 750284500281) 2 | (750284500281, 7) 1
(-7, 3877966659612) 3 | (3877966659612, 7) 3
(-7, 17030545521114) 5 | (17030545521114, 7) 1
(-7, 163272108174234) 4 | (163272108174234, 7) 4
(-7, 1516447881273495) 3 | (1516447881273495, 7) 2
(-7, 9468264462728055) 8 | (9468264462728055, 7) 1
(-7, 15456624392000878) 2 | (15456624392000878, 7) 8
(-7, 70250161849820926) 2 | (70250161849820926, 7) 4
(-6, 1) 6 | (1, 6) 16
(-6, 5) 9 | (5, 6) 8
(-6, 7) 1 | (7, 6) 9
(-6, 121) 154 | (121, 6) 203
(-6, 3685) 2 | (3685, 6) 2
(-6, 214945) 3 | (214945, 6) 2
(-6, 862031) 4 | (862031, 6) 5
(-6, 1746337) 2 | (1746337, 6) 2
(-6, 281510005) 7 | (281510005, 6) 7
(-6, 347254681) 2 | (347254681, 6) 2
(-6, 56588846179) 1 | (56588846179, 6) 5
(-6, 583621968077) 6 | (583621968077, 6) 1
(-6, 648170720371) 7 | (648170720371, 6) 3
(-6, 89886499022547589) 1 | (89886499022547589, 6) 4
(-5, 1) 13 | (1, 5) 9
(-5, 2) 19 | (2, 5) 15
(-5, 3) 99 | (3, 5) 28
(-5, 4) 8 | (4, 5) 17
(-5, 6) 258 | (6, 5) 111
(-5, 7) 15 | (7, 5) 22
(-5, 8) 39 | (8, 5) 132
(-5, 9) 1 | (9, 5) 1
(-5, 31) 4 | (31, 5) 3
(-5, 36) 260 | (36, 5) 86
(-5, 39) 2 | (39, 5) 4
(-5, 66) 1 | (66, 5) 0
(-5, 76) 5 | (76, 5) 5
(-5, 127) 3 | (127, 5) 3
(-5, 202) 4 | (202, 5) 4
(-5, 204) 5 | (204, 5) 4
(-5, 963) 221 | (963, 5) 693
(-5, 974) 2 | (974, 5) 1
(-5, 85066) 1 | (85066, 5) 1
(-5, 253278) 3 | (253278, 5) 2
(-5, 925352) 1 | (925352, 5) 2
(-5, 1379104) 8 | (1379104, 5) 1
(-5, 391214634) 2 | (391214634, 5) 1
(-5, 41159632513) 1 | (41159632513, 5) 6
(-5, 41707710379) 1 | (41707710379, 5) 4
(-5, 69511325331) 5 | (69511325331, 5) 1
(-5, 130245715407) 4 | (130245715407, 5) 1
(-5, 391590788129) 4 | (391590788129, 5) 0
(-5, 12201988010739) 6 | (12201988010739, 5) 0
(-5, 39573072626023) 2 | (39573072626023, 5) 1
(-5, 455804937710297) 9 | (455804937710297, 5) 0
(-5, 496888625859891) 2 | (496888625859891, 5) 1
(-5, 1400198931317404) 4 | (1400198931317404, 5) 6
(-5, 22288570709713773) 4 | (22288570709713773, 5) 4
(-5, 30291906143724163) 1 | (30291906143724163, 5) 1
(-5, 32758592573173153) 2 | (32758592573173153, 5) 5
(-5, 47357843477746244) 46 | (47357843477746244, 5) 30
(-5, 103170647972891467) 3 | (103170647972891467, 5) 4
(-4, 1) 1 | (1, 4) 14
(-4, 3) 85 | (3, 4) 32
(-4, 5) 4 | (5, 4) 11
(-4, 7) 11 | (7, 4) 12
(-4, 9) 8 | (9, 4) 1
(-4, 11) 2 | (11, 4) 0
(-4, 61) 5 | (61, 4) 0
(-4, 67) 5 | (67, 4) 5
(-4, 32499) 2 | (32499, 4) 2
(-4, 37055) 2 | (37055, 4) 0
(-4, 211553) 3 | (211553, 4) 7
(-4, 972575) 3 | (972575, 4) 1
(-4, 8540185) 27 | (8540185, 4) 9
(-4, 32760391) 6 | (32760391, 4) 0
(-4, 34233685) 614 | (34233685, 4) 119
(-4, 814329259) 2 | (814329259, 4) 4
(-4, 1430260709) 7 | (1430260709, 4) 3
(-4, 211697347945571) 2 | (211697347945571, 4) 1
(-4, 760067453050975) 2 | (760067453050975, 4) 1
(-4, 767151327072411) 1 | (767151327072411, 4) 7
(-4, 795560693176649) 6 | (795560693176649, 4) 3
(-4, 7064689186913757) 3 | (7064689186913757, 4) 3
(-3, 1) 103 | (1, 3) 36
(-3, 2) 3 | (2, 3) 9
(-3, 4) 10 | (4, 3) 9
(-3, 5) 13 | (5, 3) 19
(-3, 7) 45 | (7, 3) 1
(-3, 8) 1 | (8, 3) 8
(-3, 10) 4 | (10, 3) 5
(-3, 16) 1 | (16, 3) 3
(-3, 28) 2 | (28, 3) 1
(-3, 41) 27 | (41, 3) 4
(-3, 92) 4 | (92, 3) 2
(-3, 182) 2 | (182, 3) 2
(-3, 3286) 5 | (3286, 3) 1
(-3, 446287) 20 | (446287, 3) 40
(-3, 696143) 8 | (696143, 3) 14
(-3, 1577627) 1 | (1577627, 3) 1
(-3, 2884624) 29 | (2884624, 3) 51
(-3, 4651324) 2 | (4651324, 3) 4
(-3, 18551843) 2 | (18551843, 3) 2
(-3, 291089357) 8 | (291089357, 3) 0
(-3, 734677744) 1 | (734677744, 3) 3
(-3, 775404692) 2 | (775404692, 3) 1
(-3, 9539135777) 2 | (9539135777, 3) 4
(-3, 913199129390) 1 | (913199129390, 3) 1
(-3, 3688161324559) 9 | (3688161324559, 3) 1
(-3, 50001453265294) 1 | (50001453265294, 3) 3
(-3, 534694524315871) 3 | (534694524315871, 3) 1
(-3, 1327668199994480) 1 | (1327668199994480, 3) 1
(-3, 3732971752325632) 1 | (3732971752325632, 3) 1
(-3, 72888737456420926) 2 | (72888737456420926, 3) 1
(-3, 227148622170169547) 5 | (227148622170169547, 3) 0
(-3, 740621470830687407) 1 | (740621470830687407, 3) 4
(-2, 1) 34 | (1, 2) 41
(-2, 3) 35 | (3, 2) 32
(-2, 5) 39 | (5, 2) 56
(-2, 7) 12 | (7, 2) 9
(-2, 9) 69 | (9, 2) 28
(-2, 30937) 2 | (30937, 2) 1
(-2, 74535) 1 | (74535, 2) 6
(-2, 90359) 4 | (90359, 2) 6
(-2, 156921) 2 | (156921, 2) 6
(-2, 887669) 1 | (887669, 2) 1
(-2, 9376015) 5 | (9376015, 2) 1
(-2, 85261933) 1 | (85261933, 2) 1
(-2, 119213801) 5 | (119213801, 2) 0
(-2, 277854791) 6 | (277854791, 2) 1
(-2, 354223143) 3 | (354223143, 2) 2
(-2, 1572756649) 2 | (1572756649, 2) 1
(-2, 4031325041) 76 | (4031325041, 2) 22
(-2, 12537893835) 268 | (12537893835, 2) 7
(-2, 29526330383) 9 | (29526330383, 2) 1
(-2, 557603487901) 6 | (557603487901, 2) 3
(-2, 1302333010869) 3 | (1302333010869, 2) 4
(-2, 2063842550267) 2 | (2063842550267, 2) 5
(-2, 2360396527803) 1 | (2360396527803, 2) 5
(-2, 2811889786127) 5 | (2811889786127, 2) 2
(-2, 8502864415967) 3 | (8502864415967, 2) 3
(-2, 2487509179537129) 1 | (2487509179537129, 2) 2
(-2, 6104806428126269) 3 | (6104806428126269, 2) 2
(-2, 854736754371449523) 4 | (854736754371449523, 2) 2
(-1, 0) 93 | (0, 1) 391
(-1, 1) 100 | (1, 1) 195
(-1, 2) 37 | (2, 1) 28
(-1, 3) 71 | (3, 1) 180
(-1, 4) 23 | (4, 1) 97
(-1, 5) 11 | (5, 1) 10
(-1, 6) 17 | (6, 1) 83
(-1, 7) 4 | (7, 1) 11
(-1, 8) 3 | (8, 1) 13
(-1, 9) 90 | (9, 1) 9
(-1, 10) 2 | (10, 1) 2
(-1, 16) 1 | (16, 1) 1
(-1, 17) 4 | (17, 1) 6
(-1, 45) 5 | (45, 1) 56
(-1, 47) 8 | (47, 1) 2
(-1, 59) 9 | (59, 1) 0
(-1, 71) 2 | (71, 1) 5
(-1, 89) 1 | (89, 1) 7
(-1, 92) 1 | (92, 1) 1
(-1, 100) 3 | (100, 1) 3
(-1, 239) 5 | (239, 1) 2
(-1, 254) 3 | (254, 1) 1
(-1, 705) 3 | (705, 1) 3
(-1, 1087) 12 | (1087, 1) 16
(-1, 1376) 2 | (1376, 1) 2
(-1, 3120) 7 | (3120, 1) 2
(-1, 3374) 1 | (3374, 1) 1
(-1, 4727) 8 | (4727, 1) 1
(-1, 8339) 2 | (8339, 1) 0
(-1, 9596) 15 | (9596, 1) 13
(-1, 74826) 5 | (74826, 1) 3
(-1, 925621) 1 | (925621, 1) 1
(-1, 2101895) 3 | (2101895, 1) 1
(-1, 9512179) 5 | (9512179, 1) 2
(-1, 30804985) 2 | (30804985, 1) 8
(-1, 41509274) 6 | (41509274, 1) 1
(-1, 45053666) 72 | (45053666, 1) 10
(-1, 58417734) 4 | (58417734, 1) 4
(-1, 1363007221) 1 | (1363007221, 1) 4
(-1, 5423081970) 45 | (5423081970, 1) 39
(-1, 11387639547) 1 | (11387639547, 1) 9
(-1, 20252753764) 4 | (20252753764, 1) 4
(-1, 69651872604) 9 | (69651872604, 1) 0
(-1, 388755413527) 8 | (388755413527, 1) 2
(-1, 648175518829) 8 | (648175518829, 1) 1
(-1, 4148575136574) 1 | (4148575136574, 1) 1
(-1, 4327106101098) 47 | (4327106101098, 1) 52
(-1, 10898236440886) 559 | (10898236440886, 1) 99
(-1, 14098799483641) 3 | (14098799483641, 1) 4
(-1, 18614983888290) 9 | (18614983888290, 1) 0
(-1, 245823473689204) 1 | (245823473689204, 1) 1
(-1, 325202868235723) 4 | (325202868235723, 1) 1
(-1, 424019899737339) 3 | (424019899737339, 1) 4
(-1, 437544586160377) 3 | (437544586160377, 1) 4
(-1, 690112641157958) 9 | (690112641157958, 1) 4
(-1, 1425454595924380) 4 | (1425454595924380, 1) 3
(-1, 1495402303380746) 2 | (1495402303380746, 1) 1
(-1, 1646917797400096) 6 | (1646917797400096, 1) 1
(-1, 1810032740886601) 2 | (1810032740886601, 1) 5
(-1, 2346226567887215) 3 | (2346226567887215, 1) 2
(-1, 2654750405583841) 1 | (2654750405583841, 1) 1
(-1, 20419229716165644) 1 | (20419229716165644, 1) 4
(-1, 31213964364147613) 4 | (31213964364147613, 1) 3
(-1, 88983333186749008) 1 | (88983333186749008, 1) 1
(-1, 265353029676979182) 5 | (265353029676979182, 1) 7
(1, 24) 27 | (-24, 1) 0
(1, 477) 1 | (-477, 1) 0
(1, 2089) 1 | (-2089, 1) 0
(1, 51876) 1 | (-51876, 1) 0
(1, 985916) 1 | (-985916, 1) 0
(1, 475127532) 1 | (-475127532, 1) 0
(1, 19451110273607) 3 | (-19451110273607, 1) 0
(1, 2156743177393734) 2 | (-2156743177393734, 1) 0
(1, 11757064382224618) 2 | (-11757064382224618, 1) 0
(2, 49) 2 | (-49, 2) 0
(2, 13637) 1 | (-13637, 2) 0
(2, 17795) 1 | (-17795, 2) 0
(2, 69556463320559743) 4 | (-69556463320559743, 2) 0
(3, 7471) 1 | (-7471, 3) 0
(3, 22114) 9 | (-22114, 3) 0
(3, 838545289) 1 | (-838545289, 3) 0
(3, 17912495144) 15 | (-17912495144, 3) 0
(3, 2394881991541949) 1 | (-2394881991541949, 3) 0
(4, 136089287) 1 | (-136089287, 4) 0
(5, 9) 7 | (-9, 5) 0
(5, 29) 1 | (-29, 5) 0
(5, 8439) 5 | (-8439, 5) 0
(5, 66931) 3 | (-66931, 5) 0
(5, 2720214781) 9 | (-2720214781, 5) 0
(5, 213030735113897563) 1 | (-213030735113897563, 5) 0
(6, 67) 7 | (-67, 6) 0
(6, 63445) 1 | (-63445, 6) 0
(7, 17) 10 | (-17, 7) 0
(7, 468142) 1 | (-468142, 7) 0
(7, 65503440145753012) 8 | (-65503440145753012, 7) 0
(8, 15) 1 | (-15, 8) 0
(8, 5410143047) 1 | (-5410143047, 8) 0
(8, 769567182218409) 1 | (-769567182218409, 8) 0
(9, 713) 1 | (-713, 9) 0
(9, 920535496) 6 | (-920535496, 9) 0
(9, 261824271574) 1 | (-261824271574, 9) 0
(9, 47875820143585582) 2 | (-47875820143585582, 9) 0
(9, 97825792042186546) 5 | (-97825792042186546, 9) 0
(10, 93) 2 | (-93, 10) 0
(10, 310569) 4 | (-310569, 10) 0
(11, 7) 5 | (-7, 11) 0
(11, 902329777689) 8 | (-902329777689, 11) 0
(13, 421) 1 | (-421, 13) 0
(14, 31) 1 | (-31, 14) 0
(14, 3105) 7 | (-3105, 14) 0
(17, 6) 4 | (-6, 17) 0
(20, 11) 2 | (-11, 20) 0
(20, 79) 1 | (-79, 20) 0
(21, 13) 1 | (-13, 21) 0
(21, 849451133) 1 | (-849451133, 21) 0
(25, 605480797364) 1 | (-605480797364, 25) 0
(26, 17) 1 | (-17, 26) 0
(26, 27) 1 | (-27, 26) 0
(26, 1575) 5 | (-1575, 26) 0
(26, 2944169105632175) 1 | (-2944169105632175, 26) 0
(27, 4) 6 | (-4, 27) 0
(30, 11) 7 | (-11, 30) 0
(35, 209) 1 | (-209, 35) 0
(35, 757) 26 | (-757, 35) 0
(41, 16) 1 | (-16, 41) 0
(44, 27) 9 | (-27, 44) 0
(46, 251) 5 | (-251, 46) 0
(49, 3713128) 1 | (-3713128, 49) 0
(49, 263608186728303167) 1 | (-263608186728303167, 49) 0
(51, 20226479) 7 | (-20226479, 51) 0
(51, 138188010335800) 1 | (-138188010335800, 51) 0
(54, 559972439) 1 | (-559972439, 54) 0
(60, 97175041087297) 4 | (-97175041087297, 60) 0
(65, 9811050125261) 1 | (-9811050125261, 65) 0
(68, 685478207) 1 | (-685478207, 68) 0
(71, 9932565732551) 5 | (-9932565732551, 71) 0
(73, 3150865726) 8 | (-3150865726, 73) 0
(76, 65) 4 | (-65, 76) 0
(77, 40) 8 | (-40, 77) 0
(78, 89) 1 | (-89, 78) 0
(82, 237) 1 | (-237, 82) 0
(86, 63) 1 | (-63, 86) 0
(86, 7908350165005) 1 | (-7908350165005, 86) 0
(88, 87) 2 | (-87, 88) 0
(89, 37) 1 | (-37, 89) 0
(91, 194948617) 6 | (-194948617, 91) 0
(92, 89) 6 | (-89, 92) 0
(93, 58) 1 | (-58, 93) 0
(97, 3) 5 | (-3, 97) 0
(98, 29) 52 | (-29, 98) 0
(100, 69) 7 | (-69, 100) 0
(100, 99) 1 | (-99, 100) 0
(101, 8641) 7 | (-8641, 101) 0
(103, 413) 94 | (-413, 103) 0
(103, 499) 11 | (-499, 103) 0
(107, 78) 9 | (-78, 107) 0
(110, 389604070256913) 1 | (-389604070256913, 110) 0
(113, 517389713050) 1 | (-517389713050, 113) 0
(116, 413) 1 | (-413, 116) 0
(126, 397) 1 | (-397, 126) 0
(133, 119447400050) 3 | (-119447400050, 133) 0
(137, 44) 1 | (-44, 137) 0
(143, 190) 1 | (-190, 143) 0
(146, 117816737) 1 | (-117816737, 146) 0
(179, 5007483) 7 | (-5007483, 179) 0
(191, 134) 9 | (-134, 191) 0
(199, 198) 3 | (-198, 199) 0
(200, 951) 9 | (-951, 200) 0
(201, 713) 7 | (-713, 201) 0
(203, 54) 1 | (-54, 203) 0
(234, 46885) 2 | (-46885, 234) 0
(241, 46657278815) 9 | (-46657278815, 241) 0
(250, 2777) 6 | (-2777, 250) 0
(253, 520646947) 1 | (-520646947, 253) 0
(256, 232486987) 2 | (-232486987, 256) 0
(278, 439125299456657) 1 | (-439125299456657, 278) 0
(279, 407) 1 | (-407, 279) 0
(321, 45123639447757838) 5 | (-45123639447757838, 321) 0
(339, 49843727318) 1 | (-49843727318, 339) 0
(340, 229) 6 | (-229, 340) 0
(351, 436) 9 | (-436, 351) 0
(373, 50) 1 | (-50, 373) 0
(376, 305) 1 | (-305, 376) 0
(377, 448) 1 | (-448, 377) 0
(379, 475) 1 | (-475, 379) 0
(392, 458173376975961) 2 | (-458173376975961, 392) 0
(394, 2175) 1 | (-2175, 394) 0
(397, 152519790174) 5 | (-152519790174, 397) 0
(406, 831) 2 | (-831, 406) 0
(410, 1) 6 | (-1, 410) 0
(412, 547) 1 | (-547, 412) 0
(413, 87749408990) 1 | (-87749408990, 413) 0
(425, 367349784) 1 | (-367349784, 425) 0
(427, 65815337010) 9 | (-65815337010, 427) 0
(455, 321135236281) 9 | (-321135236281, 455) 0
(466, 293) 40 | (-293, 466) 0
(481, 1832158559) 1 | (-1832158559, 481) 0
(490, 419) 5 | (-419, 490) 0
(496, 510867473335) 1 | (-510867473335, 496) 0
(497, 3348096625) 1 | (-3348096625, 497) 0
(507, 773676256976984) 1 | (-773676256976984, 507) 0
(574, 157) 5 | (-157, 574) 0
(576, 1357) 4 | (-1357, 576) 0
(587, 121) 1 | (-121, 587) 0
(595, 587) 9 | (-587, 595) 0
(601, 2321320866) 6 | (-2321320866, 601) 0
(640, 786323489) 5 | (-786323489, 640) 0
(664, 858057) 353 | (-858057, 664) 0
(668, 6192509735356867) 1 | (-6192509735356867, 668) 0
(712, 565) 3 | (-565, 712) 0
(735, 798394) 1 | (-798394, 735) 0
(753, 7) 5 | (-7, 753) 0
(761, 956) 3 | (-956, 761) 0
(773, 341) 8 | (-341, 773) 0
(785, 5603506471911469) 1 | (-5603506471911469, 785) 0
(811, 25) 1 | (-25, 811) 0
(813, 57296807101035893) 1 | (-57296807101035893, 813) 0
(830, 433) 6 | (-433, 830) 0
(977, 79409376) 1 | (-79409376, 977) 0
(995, 41) 1 | (-41, 995) 0
(1018, 3111) 1 | (-3111, 1018) 0
(1141, 80779) 1 | (-80779, 1141) 0
(1215, 112941557) 8 | (-112941557, 1215) 0
(1277, 23) 1 | (-23, 1277) 0
(1301, 65172) 1 | (-65172, 1301) 0
(1333, 46340) 1 | (-46340, 1333) 0
(1547, 2021) 1 | (-2021, 1547) 0
(1633, 861) 1 | (-861, 1633) 0
